,id,processing_tags
49,62157,"['집중', '카페', '연주', '곡', '잔잔하다', '피아노', '가을', '뉴에이지', '쌀쌀하다', '아침']"
50,35431,"['키즈', '클래식', '8', '살']"
51,119216,"['힐링', '휴식', '까페']"
52,28490,"['기념', '모음', '집', '그루', '브', '브랜뉴직', '컴백', '음악', '추천']"
53,60270,"['일', '렉']"
54,141311,"['카페', '재즈', '느낌']"
55,96258,"['잔잔하다', '설레다', '사랑']"
56,69984,"['가을', '감성', '저녁', '느끼다', '카페', '발라드', '가을', '밤', '드라이브', '밤', '새벽']"
57,36721,"['감각', '적', '인', '컨트리', '21', '세기', '컨트리', '트렌디', '컨트리팝', '세련되다']"
58,76257,"['휴식', '힐링', '여행', '산책']"
59,2841,"['여행', '산책']"
60,118596,"['무드', '감성', '알앤비', 'RnB', '외힙', '혼술', '힙합', '감성', '스트레스']"
61,92853,"['기분', '전환']"
62,82693,"['시원하다', '스트레스']"
63,109625,"['슬픔', '이별', '센치', '우울']"
64,77081,"['잔잔하다', '밤', '새벽']"
65,51223,"['비', '오는', '날', '밤', '새벽']"
66,147626,"['힙합', '랩']"
67,8113,"['감성', '잔잔하다', '취향', '저격', '기분', '전환', '팝송', '모음', '팝송']"
68,30440,"['힐링', '휴식', '까페']"
69,31330,"['노래', '모음', '개다', '성', '감성', '밤', '사춘기']"
70,76184,"['비', '오는', '날', '까페']"
71,109631,"['띵곡', '일간', '차트']"
72,93441,"['산책', '추억', '여행', '회상']"
73,25790,"['새벽', '추억', '밤', '회상']"
74,142611,"['휴식', '힐링', '설레다', '사랑']"
75,43804,"['감성', '밤', '가을', '새벽', '개다', '성', '자다']"
76,15978,"['글쓰기', '습작', '감성', '충만', '글', '쓸다', '때']"
77,22794,"['힐링', '휴식']"
78,150211,"['트로트', '낭만', '합정역', '5', '번', '출구', '드라이브', '낙엽', '2019', '추위', '유산', '슬', '사랑', '의', '재개발', '신나다']"
79,19650,"['중국', '음악', '추억', '명곡', '홍콩', '음악', '향수', '포근하다', '대만', '음악', '힐링']"
80,60492,"['여자친구', 'Gfriend']"
81,114776,"['스포츠', '다이어트', '복싱', '운동', '복싱', '댄스', '가요', '댄스', '음악']"
82,54409,"['여름', '기분', '전환']"
83,4666,"['힐링', '휴식', '잔잔하다']"
84,97151,"['힙합', '랩']"
85,132432,"['여름', '까페']"
86,8771,"['힐링', '휴식', '가을']"
87,45951,"['토토가', '3']"
88,125610,"['기분', '전환', '로즈데이', '아름답다', '장르', '불문']"
89,80374,"['여름', '감성', '댄스', '발걸음', '상쾌', '노래', '추천', '내적댄스', '신나다']"
90,77858,"['클럽', '시원시원', '분위기', '전환', '팝송', '사이다', '신나다']"
91,50068,"['슬픔', '추억', '이별', '회상']"
92,57971,"['일', '렉']"
93,91489,"['힐링', '휴식', '잔잔하다']"
94,127025,"['Pop', '빌보드', 'Hot', '50', '빌보드']"
95,55008,"['추억', '회상', '서정', '적', '1970', '_', '80', '여자', '가수', '명곡', '대중', '적', '가창력', '향수', '가요', '1980년', '대']"
96,132587,"['밤', '새벽']"
97,95066,"['Billboard', '팝', 'Hot', '100', 'TOP', '20', '미국']"
98,37081,"['설레다', '까페', '사랑']"
99,66928,"['일렉트로니카', '홍대', 'EDM', '클럽', '강남', '하우스', '일', '렉']"
100,75932,"['힙합', '홍비', '홍대', '엔비', '홍대', '홍대', '힙합', '추억', '들썩들썩', '스트레스', '가즈', '아']"
101,30582,"['에', '시드', '재즈', '라운지', '자미로콰이', '새벽', 'ParisMatch', '그루', '브', 'AcidJazz', '기분', '전환', 'jamiroquai', '퇴근길']"
102,124621,"['영', '탁', '임영웅', '미스', '트로트', '김수찬', '홍진영', '미스터', '트로트', '정', '다', '경', '홍', '자', '장윤정', '트로트']"
103,104727,"['힙합', '클럽', '일', '렉']"
104,11970,"['힙합', '랩']"
105,137003,"['따뜻하다', '사랑']"
106,78179,"['dance', 'groove']"
107,23314,"['힙합', '힙합엘이', '알앤비']"
108,78338,"['가을', '추억', '드라이브', '센티', '멘탈', '사랑', '이별']"
109,43709,"['여름', '기분', '전환']"
110,61048,"['우울', '감성', '발라드', '한국', '발라드', '비']"
111,83400,"['클럽', '운동']"
112,48483,"['휴식', '힐링', '잔잔하다']"
113,117664,"['카페', '루프', '탑', '잔잔하다', '감각', '적', '인', '매장', '바람', '힐링', '가을', '오후', '선선', '한']"
114,4097,"['하다', '위로', '힘들다', '때', '토닥토닥']"
115,102077,"['어쿠스틱', '여유', '발라드', '분위기', '잠들다', '기전', '조용하다', '혼자', '띵곡', '이다', '편안하다']"
116,57874,"['감성', '적', '인', '노래', '추억', '발라드', '명곡', '들', '2000년', '대명곡들']"
117,20822,"['기분', '전환']"
118,12900,"['잔잔하다', '밤', '새벽']"
119,11175,"['감성', '어쿠스틱', 'indie', '인디음악', '나', '만', '알다', '노래', '좋다', '노래', '기타', '아침', '에', '듣기', '좋다', '노래', '자다', '듣기', '좋다', '노래', '이다']"
120,31185,"['겨울', '출근길', '가을', '아침', '잔잔하다', '피아노', '뉴에이지', '편안하다']"
121,142382,"['이별', '힐링', '마음']"
122,143399,"['힙합', '가을', '알앤비', '드라이브', '여행', '낙엽', '스트레스', '소울', '신나다']"
123,72937,"['electropop', 'SynthPop', '일렉트로팝', 'Pop', '일렉트로니카']"
124,63169,"['이어폰', '보다', '겨울', '밤', '추억', '슬픔', '감성', '슬프다', '때', '이별', '찬', '바람', '새벽']"
125,13031,"['매장', '음악', '설레다', '사랑']"
126,93042,"['감성', '애프터', '나잇', '가을', '발라드', '프로젝트', '사랑', '혼자', '외로움']"
127,30976,"['힐링', '휴식', '잔잔하다']"
128,21177,"['따스하다', '매장', '음악', '봄', '카페', '피아노', '연주', '곡', '연주', '곡', '봄날', 'bgm', '힐링', '뉴에이지']"
129,84739,"['추억', '회상']"
130,119683,"['비', '오는', '날', '잔잔하다']"
131,41310,"['기분', '전환']"
132,38404,"['힙', '감각', '적', '인', '트렌디', '매장', '음악', 'EDM']"
133,13639,"['겨울', '매장', '음악', '카페', '잔잔하다', '추억', '커피', '설레다', '사랑', '이별']"
134,141767,"['힙합', '힙합엘이', '블랙뮤직', 'HIPHOPLE', '흑인음악']"
135,51708,"['다이어트', '기분', '전환', '운동']"
136,147849,"['일', '렉']"
137,34901,"['짝사랑', '눈물']"
138,72713,"['CCM', '찬양', '하나님', '워십', '사랑']"
139,139499,"['밤', '까페', '새벽']"
140,134588,"['매장', '음악', '어쿠스틱', '알앤비', '포크', '운동', '드라이브', '기분', '전환', '장르', '불문', '트렌디', '이다']"
141,60319,"['연말', '감성', '밤', '마무리', '겨울', '잠들다', '기전', '이불', '자다', '들다', '밤', '느낌', '쌀쌀하다']"
142,71532,"['감성', '카페', '알앤비', '재즈', '재즈', '바', '재즈', '힙합', '편집', '샵']"
143,102458,"['트로피', '컬', '감성', '드라이브', '일렉트로니카']"
144,80568,"['CharliePuth', '찰리', '푸스', '찰', '푸덕']"
145,15508,"['저녁', '감성', '자극', '밤', '혼자', '있다', '때', '발라드', '추천', '사랑', '이별', '띵곡', '퇴근', '_', '후']"
146,130298,"['일렉트로니카', '매장', '음악', '취향', '저격', '댄스', '드라이브', 'EDM', '불금', '기분', '전환', '하우스음악', '신나다']"
147,144359,"['띵곡', '의', '어쿠스틱', '혼자', '발라드', '분위기', '드라이브', '힐링', '산책', '퇴근길', '이다']"
148,117002,"['락', '1980', '여성', '록', '보컬']"
149,13063,"['쫑', '분위기', '좋다', '노래']"
150,43218,"['힙합', '조용하다', '듣기', '편하다', '힙합', '듣기', '좋다', '노래']"
151,66033,"['클럽', '기분', '전환']"
152,93613,"['신나다', '매장', '음악', '아르바이트', '카페', '외국', '힙합', '좋아하다']"
153,144141,"['휴일', '연휴', '주말', '나른하다', '집', '혼자', '있다', '때', '뉴에이지', '자다', '편안하다', '외로움']"
154,98834,"['빠져들다', '계속', '듣다', '되다']"
155,83980,"['기분', '좋다', '저녁', '알앤비', '힐링', '산책', '선선', '한']"
156,59563,"['출근길', '드라이브', '기분', '전환', '퇴근길', '팝', '산뜻하다']"
157,13905,"['강렬하다', '록', '드라이브', '에어', '기타', '헤드뱅잉', '기분', '전환', '락', 'Rock', '스트레스', '신나다']"
158,29407,"['여름', '힐링', '휴식']"
159,78476,"['propose', '달달', '분위기', '연애', '심쿵', '고백', '설레다', '사랑', '프로포즈', '썸']"
160,42803,"['밤', '에', '듣기', '좋다', '팝송', '공허하다', '때']"
161,11074,"['스트레스', '운동']"
162,75144,"['저녁', '밤', '회상', '추억', '그리움', '슬픔', '이별', '퇴근길', '스트레스', '새벽']"
163,39137,"['휴식', '매장', '음악', '봄', '카페', '잔잔하다', '취향', '저격', '센치', '감성', '기분', '전환', '보이스']"
164,28281,"['소울', '알앤비']"
165,23111,"['감성', '노동요', '카페', '드라이브', '월요병', '방콕', '집']"
166,134256,"['휴식', '힐링', '기분', '전환']"
167,42693,"['울적', '치명', '섹시', '퇴폐', '새벽']"
168,5726,"['다크나이트', 'OST', '조커', '영화']"
169,127742,"['추억', '회상', '감성', '가을', '카페', '가을', '밤', '추억', '바람']"
170,42776,"['기분', '전환', '설레다', '사랑']"
171,29350,"['꿀잠', '휴식', '태교', '잠자다', '때', '낮잠', '힐링', '잠들다', '기전', '오르다', '골', '자장가', '숙면']"
172,113647,"['추천', '곡', '가요', '발라드']"
173,44434,"['기분', '전환', '설레다', '사랑']"
174,53986,"['지금', '당장', '공간', '을', '아우르다', '노래', '노래', '들다', '시간', '을', '넘다', '하다']"
175,19574,"['봄', '설레다', '사랑']"
176,124601,"['다시', '찾다', '되다', '멜로디', 'POP', '6', '장르', '불문']"
177,79882,"['새벽', '감성', '울적하다', '때']"
178,63836,"['그랜드', '민트', '페스티벌', '어반자카파', 'GMF', '선우정아', '볼', '빨갛다', '사춘기', '인디뮤직', '페스티벌', '양', '다', '일']"
179,15619,"['겨울', '까페']"
180,39862,"['감성', '회상', '추억', '센치', '보컬', '사랑']"
181,31777,"['HIP', '출근길', '밤', '새벽', 'RandB', '우울', '몽환', 'Pop', '감성', '퇴근길']"
182,136276,"['트리오', '가을', '피아노', '재즈', '독서', '기분', '전환', '경쾌하다', '산책']"
183,126217,"['짙다', '감성']"
184,29437,"['겨울', '카페', '발라드', '월요일', '연애', '사랑', '썸', '이별', '추다', '날', '이다']"
185,125599,"['힙합', '랩']"
186,114359,"['여름', '설레다', '사랑']"
187,8565,"['드라이브', '하다', '때', '드라이브', '몽환', '적', '상쾌하다', '시원하다', '청량하다', '여행', '신나다']"
188,28421,"['지드래곤', '승리', '태양', '빅뱅', '탑', '대성', 'BIGBANG']"
189,119867,"['힙합', '랩']"
190,13874,"['기분', '전환', '여름', '드라이브', '스트레스', '해소', '여행']"
191,109825,"['뱀파이어', '사운드트랙', '2000년', '대이후', 'OST', 'Soundtrack', 'etc', '판타지', '영화음악', 'twilight']"
192,134234,"['천생연분', '미련', '기다림', '발라드', '바보', '케이윌', '사랑', '거니', '이별', '리수']"
193,127021,"['카페', '음악', '주말', '달달', '한', '매장', '힐링', '기분', '전환', '편안하다']"
194,1485,"['힐링', '휴식', '기분', '전환']"
195,6463,"['힙합', '랩']"
196,46408,"['잔잔', '조용하다', '비', '주말']"
197,40804,"['런웨이', '2017', 'SS', '뮤직']"
198,67722,"['저녁', '카페', '주말', '여름밤', '발라드', '드라이브', '감성', '가을', '데이트', '선선', '한']"
199,99492,"['밤', '잔잔하다', '꿈', '힘들다', '때', '위로', '힐링', '기분', '전환', '스트레스', '청춘', '새벽']"
200,124713,"['힐링', '휴식', '추억', '회상']"
201,60687,"['일', '렉']"
202,125769,"['잔잔하다', '설레다', '사랑']"
203,97963,"['오피', '셜', '차트', '오피', '셜', '싱글', '트렌디', '팝', '영국', '차트']"
204,107098,"['달달', '한', '노래', '함께', '감성', '기분', '좋다', '학교', '가다', '맑은', '산뜻하다', '화창하다', '이다', '바람', '이부', '는', '날씨']"
205,20060,"['기분', '전환', '잔잔하다']"
206,40152,"['힙합', '랩']"
207,23749,"['힙합', '랩']"
208,116897,"['기분', '전환', '가을']"
209,65835,"['힙합', '여름', '유쾌하다', '신나다']"
210,134612,"['마지막', '올해', '망년', '회', '송년회', '2016', '끝', '2017']"
211,136844,"['느낌', '적', '인', '느낌', '카페']"
212,44705,"['클럽', '밤', '새벽']"
213,120874,"['드라이브', '발라드']"
214,55521,"['힐링', '휴식', '잔잔하다']"
215,102796,"['힙합', '랩']"
216,60774,"['힐링', '휴식', '스트레스']"
217,85715,"['팝', '독특하다']"
218,61102,"['힐링', '휴식', '까페']"
219,95060,"['기분', '전환', '설레다', '사랑']"
220,63497,"['잔잔하다', '밤', '새벽']"
221,133666,"['드라이브', 'HIPSTER', '기분', '전환', 'POP', '_', '스웩']"
222,77245,"['카페', '음악', '감성', '힙합', '노동요', '편집', '숍', '오후', '드라이브', '그루', '브', '매장', '음악', '재즈', '힙합', '커피숍']"
223,120566,"['연말', '겨울', '감성', '로맨틱', '첫', '눈', '도시', '그루', '브', '시티', '팝', '스타일리시', '레트로']"
224,120012,"['feel', '렉트로닉', '일렉트로니카']"
225,66472,"['지니어스', 'bgm', '지니어스']"
226,101892,"['까페', '잔잔하다']"
227,113429,"['자장가', '조용하다', '노래', '잠들다', '기전', '잔잔하다']"
228,40429,"['기분', '전환', '운동']"
229,119619,"['록', '메탈', '공연', '라이브', '음원', '록음악', '록']"
230,39900,"['하늘빛', '사랑', '노래', '석양']"
231,96443,"['감정이입', '이별', '감성', '낙엽', '가을']"
232,140405,"['셋', '리스트', '공연']"
233,103092,"['일', '렉']"
234,110157,"['어쿠스틱', '혼자', '발라드', '우울', '분위기', '드라이브', '띵곡', '만', '산책', '좋다', '이다']"
235,118777,"['재즈', '카페', '매장', '음악', '카페', '재즈', '오후', '음악']"
236,91065,"['졸음', '인디록', '피로', '2010년', '대', '상쾌하다', '기분', '전환', '록', '오후', '이다']"
237,33622,"['힐링', '휴식', '기분', '전환']"
238,92232,"['클래식', '뉴에이지', '봄', '재즈']"
239,61780,"['하트', '시그널', '하트', '시그널', 'BGM', '임현주', '하트', '시그널', '시즌', '1', '하트', '시그널', '시즌', '2', '김도균', '김장미', '송다은', '오영주', '김현우']"
240,35566,"['노래', '추천', '발라드', '모음', '아이돌']"
241,21821,"['재즈', '추천', 'Jazz', '남자', '보컬', '재즈', '남자', '보컬', '재즈', '분위기', '좋다']"
242,147348,"['비', '오는', '날', '흐리다', '날', '밤', '혼자', '새벽', '외롭다', '센치', '감성', '적', '인', '퇴근길', '이다']"
243,33863,"['고막', '남친', '솔로', '남자', '음색', '이다', '음색', '깡패', '설레다', '사랑', '목소리', '까페']"
244,66206,"['감성', '잔잔하다', '우울', '드라이브', '소름', '돋다', '슬픔', '기분', '전환', '스트레스']"
245,27791,"['여행', '사랑', '설레다', '산책']"
246,33129,"['일', '렉']"
247,8562,"['볼', '빨갛다', '사춘기', '콘서트', 'REDPLANET', 'Bolbbalgan', '4', '안지영', 'NOB', '4120304', '볼', '빨갛다', '사춘기', '볼사콘', '우', '지윤']"
248,70582,"['겨울', '감성', '겨울', '밤', '눈', '감각', '적', '인', '차분하다', '꿀', '음색', '유니크', '고막', '여친', '소울', '쌀쌀하다']"
249,104799,"['휴식', '밤', '가을', '새벽', '우울', '잔잔하다', '감성', '이별', '퇴근길', '발라드']"
250,28888,"['행복하다', '연주', '곡', '아침']"
251,58175,"['아이돌', '의', '숨다', '명곡', '아이돌']"
252,59363,"['개인', '소', '장용']"
253,144314,"['춤', '아이돌', '걸그룹', '드라이브', '기분', '전환', '내적댄스', '댄스', '최신', '곡']"
254,128305,"['밤', '새벽']"
255,98865,"['월디페', 'Club', 'EDM', 'UMF', '일렉트로니카', '월', '크다', '돔', '스트레스', '클럽']"
256,100620,"['휴식', '주', '다사', '카페', '드라이브', 'ff', '9999', '감성', 'zoodasa', '트위치', '신나다']"
257,80629,"['선선', '한', '바람', '밤', '산책', '다양하다', '아티스트', '락']"
258,79599,"['일', '렉']"
259,89479,"['슬픔', '힐링', '휴식', '이별']"
260,100788,"['헬스', '휴식', '느끼다', '카페', '운동', '매장', '드라이브', '그루', '브', '있다', '여행', '기분', '전환']"
261,51163,"['휴식', '산책', '기분', '전환', '밝다', '설레다', '사랑', '이다', '신나다']"
262,27939,"['여자', '보컬', '발라드', '장르', '불문']"
263,56907,"['힙합', '지역별', '묵직하다', '강렬하다', '제이딜라', '에미넴', '디트로이트', '어', '두운', '시크', '한', '스트레스']"
264,35299,"['봄', '산책', '달달', '함', '봄', '사랑']"
265,12739,"['슬픔', '이별', '설레다', '사랑']"
266,42917,"['추억', '기분', '전환', '회상']"
267,22239,"['흥', '신나다', 'Pop', '기분', '전환', '밝다', '흥', '폭발', '힘', '을', '내자', '팝', '연재']"
268,146610,"['짱', '영화', '도', '드라마', 'OST', '최고']"
269,34085,"['기분', '전환', '운동']"
270,111666,"['일', '렉']"
271,59682,"['Pop', 'Vocal', '_', 'Jazz', 'Jazz', 'Vocal', 'Standard']"
272,124465,"['일', '렉']"
273,114898,"['일', '렉']"
274,11773,"['허세', '회상', '새벽', '웃음', '이나', '일상', '으로의', '초대', '중', '2', '병', '휘호', '비', '와이', '윤하', '신해철']"
275,95067,"['DJ', 'dance', '전자음악', '댄스', 'EDM', '일', '렉']"
276,34223,"['여름', '까페']"
277,132576,"['추억', '가을', '회상']"
278,33407,"['퇴근', '가을', '혼자', '새벽', '추억', '센치', '영화', '일상', '불면증', '이별']"
279,18478,"['그루', '브', '취하', '고', '듣기', '좋다', '노래', '분위기', '어깨', '가', '들썩', '알엔비']"
280,140840,"['눈물', '콧물', '가을', '발라드', '발라드']"
281,139283,"['Lofi', '힐링', '감성', '몽환', '적', 'Chill']"
282,70139,"['힙합', '휴식', '알앤비', '랩', '잔잔하다', '여행', '감성', '기분', '전환', '카페', '매장', '힐링']"
283,9428,"['상반기', '하반기', '연말', '결산', '100', '곡', 'JAYJE', 'Pop', '베스트', '2017', '트렌디', '팝']"
284,44876,"['winner', '트와이스', '위너', '마마', '무', 'WannaOne', 'nct', 'TWICE', '워', '너', '원', 'MAMAMOO']"
285,10657,"['감성', '봄', '카페', '발라드', '가사', '사랑', '이다']"
286,342,"['여름', '잔잔하다']"
287,7436,"['여행', '사랑', '설레다', '산책']"
288,59197,"['힙합', '랩']"
289,107106,"['슬픔', '이별', '잔잔하다']"
290,125228,"['매장', '음악', '퓨처', '하우스', '꿀렁꿀렁', '프로', '그렇다', '시브', '하우스', 'EDM', '요즘', '대세', '신나다', '트로피', '컬', '하우스', '딥', '하우스']"
291,28219,"['매장', '음악', '까페']"
292,43671,"['댄스', '가요']"
293,48127,"['프로', '듀스', '101', '전소', '밉다', '상큼']"
294,129574,"['밤', '새벽']"
295,12978,"['느끼다', '커피', '숖', '카페', '분위기', '그루', '브', '기분', '전환', '트렌디', '세련되다']"
296,25606,"['봄', '페스티벌', '포크', '작다', '물', '야시', '시', '싱어송라이터', '홍대', '공연', '고', '인물', '페스티벌', '복합', '문', '화공', '간', '야', '시시', '볾']"
297,5973,"['Travel', 'Hey', 'Pop', '여행']"
298,148958,"['추억', '가을', '회상']"
299,138545,"['기분', '전환', '봄', 'EDM']"
300,113868,"['힐링', '휴식', '추억', '회상']"
301,88260,"['잔잔하다', '밤', '새벽']"
302,53940,"['까페', '설레다', '사랑']"
303,12306,"['감성', '듣기', '좋다', '카페', '주말', '새벽', '휴식', '기분', '전환', '산책', '매장', '음악', '이다']"
304,78849,"['열대야', '상큼', '함', '차분하다']"
305,106351,"['책', '주말', '연주', '곡', '피아노', '힐링', '뉴에이지', '행복하다', '마음', 'Acoustic', '북카페']"
306,8463,"['이별', '헤어지다', '감수성', '잔잔하다']"
307,83131,"['여름', '휴식', '여름밤', '혼자', '라도', '맥주', '하다']"
308,32216,"['비', '오는', '날', '노래방', '감성']"
309,59632,"['드라이브', '기분', '전환']"
310,3495,"['겨울', '이', '불안', '이', '최고', '야', '방콕', '까페', '일상']"
311,148559,"['잔잔하다', '밤', '새벽']"
312,138157,"['소울', '알앤비']"
313,16142,"['집중', '개강', '시험', '기간', '중간고사', '도서관']"
314,7890,"['노래', '사랑', '여행', 'Rock']"
315,22991,"['카페', '피아노', '재즈', '커피', '힐링', '이다']"
316,8923,"['노래', '좋다']"
317,18859,"['기분', '좋다', '팝송', '선샤인']"
318,80121,"['다시', '숨바꼭질']"
319,138722,"['소울', '알앤비']"
320,101994,"['예배', '예배', '자', '삶', '의', '예배']"
321,126942,"['이수', '박효신', '알앤비', '발라드', '명곡', '김', '나', '박', '이', '나얼', '김범수', 'TOP', '100', '소울']"
322,60134,"['록', '메탈', '록', '록', '발라드', '메탈', '락', '발라드', '락']"
323,86447,"['하루', '아침', '주말', '드라이브', '위로', '기분', '전환', '충전', '이다']"
324,143972,"['내적댄스', '트렌디', '팝송', '내적댄스', '유발']"
325,106009,"['감성', '이다', '발라드']"
326,110508,"['감성', '잔잔하다', '손잡다', '휴식', '저녁', '산책', '썸']"
327,45308,"['괜찮다', '위로', '가', '필요하다', '때', '새벽']"
328,148909,"['잔잔하다', '추억', '회상']"
329,17892,"['슬픔', '이', '별', '후', '에', '_', '듣다', '노래']"
330,149749,"['집중', '휴식', '연주', '곡', '피아노', '시험', '안정', '독서', '클래식', '힐링', '공부']"
331,46537,"['슬픔', '이별', '설레다', '사랑']"
332,30627,"['클럽', 'Club', '클럽', '음악', '드라이브', 'EDM', '스트레스', 'Electronic', '신나다']"
333,86558,"['기분', '전환', '휴식', '명곡', '아이돌']"
334,46324,"['감성', '봄', '잔잔하다', '새벽', '불면', '감성', '힙합', '재즈', '음악', '이다', '밤']"
335,56056,"['추석', '연휴', '가을', '감각', '적', '인', '드라이브', 'Pop', '운전', '한가위', '팝', '명절']"
336,105485,"['비', '오는', '날', '비', '비다', '하루', '종일', '비', '와', '함께', '오늘', '비']"
337,116904,"['클럽', '운동']"
338,54562,"['여름', '청량', '더위', '사냥']"
339,126746,"['힙합', '랩']"
340,129431,"['힐링', '휴식', '까페']"
341,115738,"['잔잔하다', '저녁', '밤', '새벽', '야경', '드라이브', '몽환', '감성', '잠들다', '기전', '퇴근길']"
342,34360,"['힙합', '감성', '힙합', '알앤비', '분위기', '감성', '트렌디']"
343,87106,"['포천', '낙코']"
344,61328,"['가을', '잔잔하다']"
345,99138,"['감성', '카페', '발라드', '매장', '휴식', '생각', '사랑', '뉴에이지', '이별', '분위기']"
346,102103,"['드라이브', '밤', '새벽']"
347,83554,"['숨다', '명곡', '감성', '잔잔하다', '추억', '드라이브', 'OST', '여행', '기분', '전환', '사랑', 'OST', '모음']"
348,93831,"['여름', '기분', '전환']"
349,26835,"['우울하다', '때', '비', '애절하다', '잔잔', '고독', '흐리다', '슬픔', '감성', '적', '인', '우울', '새벽']"
350,72408,"['감정', '사', '애정', '노래', '달달', '애정', 'Pop', '애정', '사', '사랑', '노래', '사랑', 'Acoustic']"
351,82662,"['광기', '명', '연주', '마약', '현악', '협주곡', '클래식', '명반', '소나타', 'KBS', '천재']"
352,122355,"['매장', '음악', '까페']"
353,58423,"['휴식', '기분', '전환']"
354,148049,"['겨울', '차갑다', '카페', '고독', '눈', '차갑다', '움', '추다', '겨울', '쓸쓸하다', '춥다', '추다', '날']"
355,115242,"['감성', '팔레트', '색', '색깔', '휴식', '기분', '전환', '사랑', '크레파스', '컬러풀', '신나다']"
356,6454,"['태교', '연주', '곡', '숙면', '피아노', '나른하다', '뉴에이지', '포근하다', '자장가', '동요', '아기']"
357,120711,"['일', '렉']"
358,61025,"['인디팝', '재즈팝', '컨트리록', '컨트리팝']"
359,44784,"['케이팝', '짝사랑', '발라드', '댄스', '이별', '걸그룹']"
360,99061,"['현악기', '잔잔하다', '팝', '신나다']"
361,95981,"['조용하다', '생각', '이', '많다', '때', '감성', '카페', '에서']"
362,127893,"['매장', '음악', '감각', '적', '인', 'YOLO', '세련되다', '기분', '전환', '스타일리시', '느끼다', '트렌디', '편집', '샵', '도회', '적', '인']"
363,8284,"['비', '오는', '날', '비', '오는', '거리']"
364,32817,"['여름', '어쿠스틱', '여름밤', '팝', '드라이브', '기분', '전환', '산책', '락', '이다', '밤']"
365,96624,"['기분', '전환']"
