,id,processing_tags
235,118777,"['카페', '재즈', '음악', '카페']"
236,91065,"['졸음', '상쾌하다', '2010년', '피로', '대']"
237,33622,"['휴식', '전환']"
238,92232,"['재즈', '클래식']"
239,61780,"['송다은', '임현주', 'BGM', '시그널', '시그널', '시그널', '김도균', '하트', '2']"
240,35566,"['아이돌', '모음']"
241,21821,"['추천', '재즈', '남자', '좋다', '보컬']"
242,147348,"['인', '흐리다', '혼자', '날', '적', '비', '새벽']"
243,33863,"['남자', '깡패', '고막', '음색', '목소리', '사랑']"
244,66206,"['전환', '드라이브', '잔잔하다', '돋다', '소름']"
245,27791,"['사랑', '여행']"
246,33129,['렉']
247,8562,"['사춘기', '콘서트', '볼사콘', '4', '4120304', '볼', '빨갛다', '볼']"
248,70582,"['밤', '차분하다', '감각', '유니크', '겨울', '겨울', '쌀쌀하다', '인']"
249,104799,"['잔잔하다', '감성', '밤', '가을', '발라드']"
250,28888,"['행복하다', '연주']"
251,58175,"['아이돌', '아이돌']"
252,59363,['소']
253,144314,"['드라이브', '내적댄스', '걸그룹', '전환', '아이돌']"
254,128305,['새벽']
255,98865,"['스트레스', '월디페', '클럽', 'UMF', 'Club']"
256,100620,"['휴식', '다사', '주', '카페', 'ff']"
257,80629,"['아티스트', '바람', '한', '락']"
258,79599,['렉']
259,89479,"['힐링', '휴식']"
260,100788,"['전환', '카페', '드라이브', '느끼다', '그루', '휴식']"
261,51163,"['신나다', '산책', '설레다', '전환']"
262,27939,"['발라드', '장르']"
263,56907,"['지역별', '에미넴', '어', '한', '강렬하다', '두운']"
264,35299,"['봄', '함', '달달']"
265,12739,"['설레다', '사랑']"
266,42917,"['회상', '기분']"
267,22239,"['Pop', '밝다', '팝', '기분', '전환', '연재']"
268,146610,"['도', '짱', 'OST']"
269,34085,['운동']
270,111666,['렉']
271,59682,"['Pop', 'Standard', 'Vocal']"
272,124465,['렉']
273,114898,['렉']
274,11773,"['2', '회상', '윤하', '중', '휘호', '비', '초대', '와이']"
275,95067,"['dance', '일', '전자음악']"
276,34223,['까페']
277,132576,['회상']
278,33407,"['추억', '이별', '혼자', '가을', '퇴근']"
279,18478,"['좋다', '알엔비', '고', '분위기', '노래', '그루']"
280,140840,"['발라드', '콧물']"
281,139283,"['Lofi', '몽환', '적']"
282,70139,"['매장', '기분', '여행', '잔잔하다', '랩', '카페']"
283,9428,"['상반기', '트렌디', '연말', '2017', '하반기', '베스트']"
284,44876,"['무', 'MAMAMOO', '원', 'nct', 'winner', '위너']"
285,10657,"['봄', '발라드', '감성']"
286,342,['여름']
287,7436,"['산책', '설레다']"
288,59197,['랩']
289,107106,['이별']
290,125228,"['프로', '시브', '하우스', '하우스', '딥', '하우스', '퓨처', '컬', '그렇다']"
291,28219,['까페']
292,43671,['댄스']
293,48127,"['101', '전소', '상큼']"
294,129574,['밤']
295,12978,"['커피', '세련되다', '숖', '브', '느끼다']"
296,25606,"['간', '물', '인물', '작다', '공연', '야', '시', '고', '페스티벌', '야시']"
297,5973,"['여행', 'Hey']"
298,148958,['가을']
299,138545,"['봄', '기분']"
300,113868,"['휴식', '힐링']"
301,88260,['밤']
302,53940,['까페']
303,12306,"['새벽', '이다', '카페', '좋다', '감성', '휴식']"
304,78849,"['함', '차분하다']"
305,106351,"['마음', '힐링', '연주', '주말', 'Acoustic']"
306,8463,"['헤어지다', '잔잔하다']"
307,83131,"['하다', '맥주', '휴식']"
308,32216,"['노래방', '날']"
309,59632,['전환']
310,3495,"['일상', '방콕', '까페', '최고']"
311,148559,['새벽']
312,138157,['소울']
313,16142,"['집중', '기간', '도서관']"
314,7890,"['여행', '사랑']"
315,22991,"['커피', '재즈', '피아노']"
316,8923,['노래']
317,18859,"['기분', '좋다']"
318,80121,['다시']
319,138722,['소울']
320,101994,"['예배', '삶', '의']"
321,126942,"['나얼', '알앤비', '박효신', '이수', '소울', '100', '김']"
322,60134,"['록', '발라드', '발라드', '락']"
323,86447,"['기분', '충전', '전환', '하루']"
324,143972,"['내적댄스', '트렌디']"
325,106009,['감성']
326,110508,"['잔잔하다', '손잡다', '저녁']"
327,45308,"['위로', '괜찮다', '때']"
328,148909,['추억']
329,17892,"['슬픔', '듣다', '노래', '이']"
330,149749,"['공부', '연주', '피아노', '클래식', '집중']"
331,46537,"['이별', '사랑']"
332,30627,"['Club', 'Electronic', '클럽', '신나다']"
333,86558,"['기분', '아이돌']"
334,46324,"['힙합', '재즈', '봄', '감성', '밤']"
335,56056,"['연휴', '적', '인', '드라이브', '한가위', 'Pop']"
336,105485,"['하루', '날', '비', '오늘', '비다', '비']"
337,116904,['운동']
338,54562,"['더위', '사냥']"
339,126746,['랩']
340,129431,['까페']
341,115738,"['새벽', '밤', '야경', '잠들다', '몽환']"
342,34360,"['힙합', '분위기', '힙합']"
343,87106,['낙코']
344,61328,['가을']
345,99138,"['사랑', '발라드', '휴식', '뉴에이지', '감성']"
346,102103,['드라이브']
347,83554,"['숨다', 'OST', '모음', '사랑', '여행', 'OST']"
348,93831,['전환']
349,26835,"['우울하다', '새벽', '우울', '감성', '잔잔', '고독']"
350,72408,"['사', '애정', '노래', 'Pop', '노래', '애정']"
351,82662,"['광기', 'KBS', '천재', '협주곡', '마약']"
352,122355,['음악']
353,58423,['휴식']
354,148049,"['차갑다', '날', '겨울', '움', '눈', '카페']"
355,115242,"['색깔', '크레파스', '휴식', '전환', '기분']"
356,6454,"['곡', '자장가', '뉴에이지', '연주', '아기']"
357,120711,['일']
358,61025,"['인디팝', '재즈팝']"
359,44784,"['댄스', '발라드', '짝사랑']"
360,99061,"['잔잔하다', '팝']"
361,95981,"['생각', '이', '때', '많다']"
362,127893,"['YOLO', '트렌디', '인', '편집', '적', '매장', '샵', '인']"
363,8284,"['날', '오는', '비']"
364,32817,"['산책', '기분', '전환', '어쿠스틱', '드라이브']"
365,96624,['전환']
366,13507,"['한', '메다', '매장', '드라이브', '힙합', '재즈']"
367,15064,"['슬픔', '사랑']"
368,143587,"['5일', '나', 'ASAPRocky', '만', '외힙', '세다', '에이']"
369,120209,"['여행', '기분']"
370,28847,"['어쿠스틱', '아침', '이다', '발라드', '운전', '드라이브']"
371,99479,"['취향', '감성', '기억', '감성', '겨울']"
372,43053,['출근길']
373,16067,"['사랑', '이별', '고백']"
374,55214,"['힙합', '스트레스', '랩']"
375,74315,['전환']
376,24466,"['시원', '드라이브']"
377,90158,['카페']
378,7348,['힐링']
379,134647,"['드라이브', '잔잔하다', '전환']"
380,34657,"['불금', '클럽']"
381,94361,"['장르', '최근', '감성']"
382,75346,['잔잔하다']
383,64625,"['힐링', '오늘', '감성', '귀차니즘', '전환']"
384,95662,"['겨울', '카페', '추억', '전환', '분위기']"
385,106058,['절절']
386,30306,['드라이브']
387,34607,"['고독', '나', '홀로', '술']"
388,91561,"['분홍', '빛', '한', '데이트', '달달', '알앤비']"
389,63290,"['새벽', '휴식']"
390,112052,"['그리움', '사랑']"
391,115846,"['팝', '듣기', '좋다', '적', '카페', '감성', '만']"
392,81622,['기분']
393,124971,"['전환', '휴식']"
394,107986,['드라이브']
395,101566,"['알앤비', '발라드']"
396,16891,['일']
397,18274,"['한', '휴식', '어쿠스틱', '좋다', '노래', '감성']"
398,150725,"['휴식', '저격', '전환', '카페', '오후']"
399,103429,"['발라드', '눈물', '이별', '사랑']"
400,119389,['겨울']
401,50890,"['전환', '노래', '기분', '신나다']"
402,132322,"['카페', '드라마', '숙면', '음악', '감성', '영화', 'OST', '힐링', '연주', '자극']"
403,89897,['전환']
404,77600,"['수면제', '새벽', '노래', '준비']"
405,63074,['여행']
406,89191,"['오는', '기분']"
407,120292,"['꿀잠', '지하철', '잠들다', '나른하다', '퇴근길']"
408,724,"['감성', '위로']"
409,145837,['밤']
410,29771,['추억']
411,19176,"['되다', '반복']"
412,26057,"['봄', '저격']"
413,108249,['드라이브']
414,145563,"['신나다', '전환', '송가', '트로트', '잔잔하다', '감성']"
415,32711,"['알앤비', '사랑', '이별']"
416,57560,"['잔잔', '가을', '가을']"
417,131805,"['이별', '발라드', '이다', '밤']"
418,145941,['사랑']
419,143039,['가을']
420,72074,"['가사', '포크', '블루스', '2000년', '감동']"
421,151333,"['친구', '발랄', '감성', '함께', '잔잔하다', '뿜뿜']"
422,30538,"['드라이브', '감성', '잔잔하다', '전환']"
423,64070,"['감성', '불다']"
424,130763,['감성']
425,2745,"['외국', '힙합']"
426,66161,"['카페', '드라이브', '월요병', '매장', '저녁']"
427,26858,"['편안하다', '숙면', '힐링', '자장가']"
428,120016,"['EDM', '로우']"
429,87840,"['혼자', '가을비', '적', '노래', '감성']"
430,36675,['운동']
431,63142,"['운동', '휴식']"
432,133999,['전환']
433,57738,"['새벽', '감성', '노래', '새벽']"
434,13974,"['겨울', '밤', '힐링', '감성', '조용하다']"
435,114665,"['잔잔하다', '_', '부드럽다']"
436,88740,['잔잔하다']
437,53740,"['노래', '가사', '좋다', '감성']"
438,29965,['드라이브']
439,76876,"['감수성', '발라드', '우울', '때']"
440,91982,"['매장', '겨울', '커피', '음악']"
441,126437,['행복']
442,113659,['설레다']
443,51968,"['의', '착', '송가', '사랑', '인']"
444,79375,"['활기차다', '신나다', '기분']"
445,11109,"['몽환', '밤']"
446,119133,"['하트', '데이트', '시그널']"
447,5446,['예은']
448,33880,"['듣다', '음악', '맛송', '다이어트', '맛있다', '먹다', '배고프다']"
449,119219,['잔잔하다']
450,77856,"['전환', '설레다']"
451,22385,['힐링']
452,40494,"['에', '따뜻하다', '추천', '듣기', '감성', '_', '노래', '좋다', '밤', '때', '편안함']"
453,42212,"['힙합', '영', '뮤직', '비', '힙합', '인디고', '모음', '노래']"
454,17616,['휴식']
455,129246,['휴식']
456,64861,['가을']
457,41137,"['주', '피아노', '식곤증', '집', '혼자', '피아노', '어울리다', '곡']"
458,38894,"['해외', '명곡', '영화', '테마송', '추억']"
459,113225,"['기분', '가을', '곡', '10월']"
460,131800,"['최근', '기분', '팝송', '드라이브']"
461,71553,['밤']
462,122032,"['비', '날']"
463,43170,"['가', '감성']"
464,78305,"['무드', '몽환', '은', '은']"
465,73358,"['산책', '기분']"
466,113813,"['고막', '랩', '여친', '힙합', '해외', '신나다', '고막']"
467,67998,['힙합']
468,151868,"['휴식', '잔잔하다', '불문', 'Pop']"
469,113655,"['밤', '세련되다', 'Chill', '주말', '감성']"
470,17665,['봄']
471,48434,"['카페', '행복', '이다', '여유']"
472,35646,['때']
473,129069,"['izm', '기분', '이즘', '위']"
474,3040,"['태교', '연주', '모닝콜', '북카페', '독서']"
475,71406,"['좋다', '팝', '감성']"
476,71165,['새벽']
477,131596,['셋']
478,97900,"['휴식', '힐링']"
479,31926,"['좋아하다', '전환', '달달', '드라마', '내', '한', '노래']"
480,44742,"['책', 'BookMusic']"
481,79475,"['기분', '느끼다', '신나다', '클럽', '렉', '여름']"
482,96467,"['댄스팝', '활기차다', '템포', '일본', '00년', 'JPOP']"
483,103607,"['흐리다', '비', '센티', '쓸쓸하다', '바닷가']"
484,83356,"['발라드', '감성', '사랑', '이별', '노래', '가을']"
485,46196,"['곡', '싶다', '재즈', '숙면', '겨울']"
486,67555,"['Rock', '1970', '콜라보', 'legend', '추억']"
487,92589,['근']
488,119523,['힐링']
489,124610,"['아이돌', '아이돌', '솔로']"
490,109135,"['1970', '이주호', '해바라기', '이정선']"
491,16824,"['위로', '이별', '새벽', '밤', '오는', '발라드']"
492,57698,['힙합엘이']
493,6608,['일']
494,85814,"['노래', '성', '스러운', '힙합', '래퍼', '힙', '쇼', '비트']"
495,42253,['크리스마스']
496,114523,['알앤비']
497,123856,"['RnB', '새벽']"
498,47965,"['고백', '색다르다', '끌리다']"
499,105508,"['시원하다', '인', '몽환', '수영장', '피', '여름']"
500,91195,"['에', '듣기', '좋다', '이오']"
501,107946,"['힐링', '밤']"
502,151453,['렉']
503,102791,"['기분', 'EDM', '드라이브', '클럽']"
504,81701,['댄스']
505,2942,"['전환', '기분']"
506,106475,"['음악', '감성', '전환', '힐링', '일렉트로닉']"
507,50563,"['메다', '기분', '저격', '전환', '데스', '팝', '션']"
508,93901,['랩']
509,114614,['여행']
510,149360,"['잔잔하다', '감성']"
511,153212,"['UMF', '페스티벌']"
512,59981,"['회상', '새벽']"
513,121305,"['곡', '모닝콜', '배경음악', '아침', '뉴에이지', '나']"
514,147164,"['이별', '비']"
515,104611,"['1980', '멜로디', '감', '폭발', '락', '풀', '하드록']"
516,40497,"['모타운', '디', 'FreddiePerren', '1970', '80', '프로듀서', '고', '베리']"
517,119898,['렉']
518,82092,"['크리스마스', '크리스마스', '클래식', '클래식', '캐롤']"
519,118280,['힙합']
520,47219,"['오후', '꽃', '봄', '재즈', '따뜻하다']"
521,115760,"['추천', '모음', '팝송']"
522,142095,"['추억', '의']"
523,146114,"['슬픔', '이별']"
524,104486,"['기분', '전환']"
525,69285,"['텐트', 'Playlist', '신나다', '누가', '나', '을']"
526,9414,"['블루스록', '90년', '일', '블루스', '트릭']"
527,133789,"['산책', '전환']"
528,75845,['설레다']
529,17650,"['발라드', '일', '감성', '선물']"
530,8479,['노래']
531,134724,['스트레스']
532,74008,['전환']
533,94011,"['신나다', '드라이브', '때', '여름']"
534,12208,"['이다', '우울하다', '날', '어쿠스틱', '비', '드라이브']"
535,38710,"['노래', '뭐', '해방', '프리덤', '이태원', '팝']"
536,150199,"['모음', '신나다']"
537,12413,"['감성', '전환', '기분']"
538,29481,"['회상', '추억']"
539,123808,"['인디음악', '사람', '거실']"
540,143033,"['발라드', '충만', '시간', '감성', '분위기']"
541,149038,['힐링']
542,34552,['준']
543,96124,"['휴식', '연주', '곡']"
544,132563,"['재즈', '사랑', '전환', '가을']"
545,18008,['슬픔']
546,78509,"['_', '신나다', '운동', '운동', '헬스', '듣다', '하다']"
547,55281,"['노래방', '분위기', '신나다']"
548,151169,"['조상', '넬', '시조새', '크다', '세대']"
549,141340,['음악']
550,151126,"['장윤정', '곡', '심수봉', '홍', '조명', '곡', '추천']"
551,133730,"['스포츠', '덤벨', '운동', 'Rock']"
552,89630,"['피아노', '명상', '연주', '힐링', '독서']"
553,80554,"['추억', '발라드', '연인', '힐링']"
554,111232,['힐링']
555,148263,['편하다']
556,19350,"['포근하다', '고막', '봄']"
557,4538,"['bgm', '드라마']"
558,20302,"['더위', '리스트', '플레이', '메탈']"
559,102942,['크리스마스']
560,102179,"['사랑', '뮤직']"
561,105533,['운동']
562,135730,['새벽']
563,117459,"['20', 'TOP', '영국']"
564,100361,"['새벽', '힐링']"
565,116978,"['사랑', '기분']"
566,102658,"['외로움', '밤']"
567,148396,"['이다', '음악', '따뜻하다', '까페']"
568,140929,"['까페', '날']"
569,92290,['클래식']
570,2946,"['감성', '봄비']"
571,55600,"['감성', '봄', '벚꽃']"
572,145149,"['배경음악', '힐링', '감성', '카페', '오는', '날', 'jazzhiphop']"
573,1947,"['Tyga', '스티브', 'Pop', '아오키', '케샤', 'Dojacat']"
574,103805,['힐링']
575,83112,['드라이브']
576,34523,['가을']
577,27827,"['드라이브', '힐링', '잔잔하다']"
578,92934,['봄']
579,32508,['영화']
580,87228,"['크리스마스', '캐롤']"
581,143999,"['봄', '노래', '봄']"
582,24906,['날']
583,16400,['퍼옴']
584,82087,['사랑']
585,115613,"['곡', '코인', '노래방', '노래방', '번', '인기', '여자', '애창']"
586,55791,['운동']
587,18406,['잔잔하다']
588,128896,"['매장', '적', '섹시', '음악', '카페', '감성']"
589,128406,['매장']
590,100608,"['한', '힙합', '흑인음악', '분위기', '그루']"
591,99903,"['기분', '전환']"
592,38088,"['기분', '휴식', '산책', '힐링']"
593,136967,['랩']
594,79018,"['커피숍', '매장', '매장', '음악', '봄']"
595,34307,['드라마']
596,122445,"['일렉트로니카', '하우스', '매장', 'nudisco', '라운지']"
597,81584,['잔잔하다']
598,114014,"['카페', '감성', '휴식', '잔잔하다', '매장']"
599,137783,['힐링']
600,101547,"['힙스터', '음악']"
601,100669,"['Trendy', '음악', 'Pop', '광고']"
602,128726,['사랑']
603,6606,"['겨울', '캐롤']"
604,74871,"['댄스', '명곡', '한번', '아이돌', '듣다']"
605,120997,['산책']
606,9656,"['기분', '전환']"
607,131446,"['전환', '비', '날', '시간', '오는', '독서', 'piano', '힐링']"
608,88405,"['카페', '분위기', '고급', '바', '와인', '술']"
609,96715,['재즈']
610,145544,"['시원하다', '드라이브', 'Pop', '틴', '로맨스', '하이']"
611,106143,"['틱톡', '다양하다', '장르', '이', '_', '유튜브']"
612,26596,"['모음', '곡', '힐링', '영화', 'ost', '피아노', '카페']"
613,36657,"['마음', '감성', '좋다', 'kpop']"
614,68041,"['예쁘다', '예쁘다', '기분']"
615,149442,['애니메이션']
616,95423,['노래']
617,120646,"['일상', '기분']"
618,107321,['소울']
619,8766,['다정하다']
620,120626,"['전환', '가비엔제이', '발라드', '슬픔', '감성']"
621,125349,"['차트', '히트']"
622,66595,['랩']
623,122832,"['매장', '감수성', '오는']"
624,75996,"['발라드', '대노래']"
625,13871,"['전환', '여행']"
626,142172,['추억']
627,138753,"['신나다', '설레다', '캐럴', '전환']"
628,14880,['드라이브']
629,17066,"['오르다', '통잠', '꿀잠', '힐링', '자장가']"
630,119126,['추억']
631,36666,['봄']
632,98992,['운동']
633,18644,"['잔잔하다', '노래', '분위기', '새벽']"
634,129577,"['bgm', '연주', '기타', '곡', '휴식']"
635,143016,"['기분', '신나다', 'EDM', '내적댄스', '즐겁다']"
636,24171,"['힐링', '추억', '노래', '휴식', '여행', '봄']"
637,49694,['민경훈']
638,20277,"['카페', '음악', '한', '매장', '여유']"
639,34970,['사랑']
640,105028,['알앤비']
641,121740,"['감정', '해소', '이완', '자율신경', '유도']"
642,11931,"['라이브', '신나다', '해외', '스트레스', 'CCM']"
643,146138,['잔잔하다']
644,43605,"['쿨', '팝송', '쿨송', '시원하다']"
645,149578,"['아니다', '비', '날', '음악']"
646,109687,"['연주', 'Jazz', '연주', '가을', '인스']"
647,149879,"['전환', '기분']"
648,101745,"['이별', '슬픔']"
649,19169,"['양', '다']"
650,102503,"['옷가게', '한', '세련되다', '지름신', '한', '매장', '매장', '음악']"
